assembly,TotalPopulation,TotalHousingUnits,TotalHousingUnits_PercentOwned,TotalHousingUnits_PercentRented,Sex_Male,Sex_Female,MedianAge,MedianIncome,Poverty_BelowPovertyLevel,Poverty_AtOrAboveovertyLevel,SNAP_Recipient,SNAP_NotRecipient,Age_Under18,Age_18To34,Age_35To44,Age_45To54,Age_55To64,Age_Over65,Race_White_NotHispanic,Race_White_Hispanic,Race_Black_NotHispanic,Race_Black_Hispanic,Race_Amerind_NotHispanic,Race_Amerind_Hispanic,Race_Asian_NotHispanic,Race_Asian_Hispanic,Race_Pacific_NotHispanic,Race_Pacific_Hispanic,Race_Other_NotHispanic,Race_Other_Hispanic,Race_MoreThanOne_NotHispanic,Race_MoreThanOne_Hispanic,Occupancy_DoubledUp,HouseholdType_Family,HouseholdType_Family_Married,HouseholdType_Family_Other,HouseholdType_NonFamily,HouseholdType_NonFamily_LivingAlone,HouseholdType_NonFamily_NotLivingAlone,MaritalStatus_NeverMarried,MaritalStatus_NowMarried,MaritalStatus_Widowed,MaritalStatus_Divorced,Education_NoHighSchoolDiploma,Education_HighSchoolDiplomaOrGED,Education_SomeCollege,Education_Associates,Education_Bachelors,Education_AdvancedDegree,Employment_Employed,Employment_Unemployed,Employment_NotInLaborForce,HealthInsurance_Covered,HealthInsurance_Covered_Private,HealthInsurance_Covered_Public,HealthInsurance_NotCovered,Language_OnlyEnglish_Total,Language_LimitedEnglish_Total,Language_Spanish_Total,Language_French_Total,Language_FrenchCreole_Total,Language_Italian_Total,Language_Portuguese_Total,Language_German_Total,Language_Yiddish_Total,Language_OtherWestGermanic_Total,Language_Scandinavian_Total,Language_Greek_Total,Language_Russian_Total,Language_Polish_Total,Language_SerboCroatian_Total,Language_OtherSlavic_Total,Language_Armenian_Total,Language_Persian_Total,Language_Gujarati_Total,Language_Hindi_Total,Language_Urdu_Total,Language_OtherIndic_Total,Language_OtherIndoEuropean_Total,Language_Chinese_Total,Language_Japanese_Total,Language_Korean_Total,Language_Cambodian_Total,Language_Hmong_Total,Language_Thai_Total,Language_Laotian_Total,Language_Vietnamese_Total,Language_OtherAsian_Total,Language_Tagalog_Total,Language_OtherPacificIsland_Total,Language_Navajo_Total,Language_OtherNativeNorthAmerican_Total,Language_Hungarian_Total,Language_Arabic_Total,Language_Hebrew_Total,Language_AfricanLanguages_Total,Language_OtherAndUnspecifiedLanguages_Total,Language_Spanish_LimitedEnglish,Language_French_LimitedEnglish,Language_FrenchCreole_LimitedEnglish,Language_Italian_LimitedEnglish,Language_Portuguese_LimitedEnglish,Language_German_LimitedEnglish,Language_Yiddish_LimitedEnglish,Language_OtherWestGermanic_LimitedEnglish,Language_Scandinavian_LimitedEnglish,Language_Greek_LimitedEnglish,Language_Russian_LimitedEnglish,Language_Polish_LimitedEnglish,Language_SerboCroatian_LimitedEnglish,Language_OtherSlavic_LimitedEnglish,Language_Armenian_LimitedEnglish,Language_Persian_LimitedEnglish,Language_Gujarati_LimitedEnglish,Language_Hindi_LimitedEnglish,Language_Urdu_LimitedEnglish,Language_OtherIndic_LimitedEnglish,Language_OtherIndoEuropean_LimitedEnglish,Language_Chinese_LimitedEnglish,Language_Japanese_LimitedEnglish,Language_Korean_LimitedEnglish,Language_Cambodian_LimitedEnglish,Language_Hmong_LimitedEnglish,Language_Thai_LimitedEnglish,Language_Laotian_LimitedEnglish,Language_Vietnamese_LimitedEnglish,Language_OtherAsian_LimitedEnglish,Language_Tagalog_LimitedEnglish,Language_OtherPacificIsland_LimitedEnglish,Language_Navajo_LimitedEnglish,Language_OtherNativeNorthAmerican_LimitedEnglish,Language_Hungarian_LimitedEnglish,Language_Arabic_LimitedEnglish,Language_Hebrew_LimitedEnglish,Language_AfricanLanguages_LimitedEnglish,Language_OtherAndUnspecifiedLanguages_LimitedEnglish,Industry_AgricultureForestryFishingAndHuntingAndMining,Industry_Construction,Industry_Manufacturing,Industry_WholesaleTrade,Industry_RetailTrade,Industry_TransportationAndWarehousingAndUtilities,Industry_Information,Industry_FinanceAndInsuranceAndRealEstateAndRentalAndLeasing,Industry_ProfessionalScientificAndManagementAndAdministrativeAndWasteManagementServices,Industry_EducationalServicesAndHealthCareAndSocialAssistance,Industry_ArtsEntertainmentAndRecreationAndAccommodationAndFoodServices,Industry_OtherServicesExceptPublicAdministration,Industry_PublicAdministration,Occupation_ManagementBusinessAndFinancial,Occupation_ComputerEngineeringAndScience,Occupation_EducationLegalCommunityServiceArtsAndMedia,Occupation_HealthcarePractitionersAndTechnical,Occupation_HealthcareSupport,Occupation_ProtectiveService,Occupation_FoodPreparationAndServingRelated,Occupation_BuildingAndGroundsCleaningAndMaintenance,Occupation_PersonalCareAndService,Occupation_SalesAndOffice,Occupation_NaturalResourcesConstructionAndMaintenance,Occupation_ProductionTransportationAndMaterialMoving
61,115655,113235,0.5486201262860423,0.4513798737139577,0.4957,0.5043,37.55,65391.68965517241,0.1827,0.8173,0.2533,0.7467,0.2381,0.23670000000000002,0.13470000000000001,0.131,0.133,0.1265,0.2947,0.2168,0.2628,0.0266,7e-4,0.0026,0.081,0.0013,0,2e-4,0.0045,0.0745,0.021,0.0133,0.0629,0.6913,0.4307,0.2607,0.3087,0.2672,0.0415,0.4138,0.45830000000000004,0.0533,0.0745,0.1729,0.2865,0.1694,0.0704,0.1824,0.1184,0.6555,0.0335,0.3111,0.8933,0.6421999999999999,0.2807,0.1067,0.6437,0.1386,0.2277,0.0082,0.0066,0.0052,6e-4,9e-4,1e-4,4e-4,5e-4,4e-4,0.0028,0.0088,0.0011,0.0016,0,0,2e-4,0.0015,0.0078,0.0132,0.0042,0.0157,0.0012,0.0043,2e-4,0,0,0,7e-4,0.0039,0.0102,2e-4,2e-4,9e-4,5e-4,0.0114,0.0013,0.0136,0,0.092,0.001,0.0022,0.0015,2e-4,2e-4,0,0,2e-4,0,0.0016,0.0032,5e-4,8e-4,0,0,1e-4,4e-4,0.0017,0.0056,0.0014,0.0108,4e-4,0.0018,1e-4,0,0,0,5e-4,0.0011,0.0023,1e-4,0,2e-4,2e-4,0.0053,1e-4,0.0031,0,0.0037,0.0737,0.0279,0.0115,0.1011,0.0713,0.024,0.0682,0.11370000000000001,0.2917,0.0943,0.0488,0.0702,0.108,0.0362,0.1372,0.0737,0.06369999999999999,0.0618,0.0548,0.0388,0.0359,0.20850000000000002,0.0886,0.0928
62,113897,113235,0.8787300746235704,0.12126992537642955,0.486,0.514,43.423809523809524,104233.14285714286,0.0449,0.9551,0.0544,0.9456,0.20959999999999998,0.1969,0.12369999999999999,0.1426,0.1464,0.18090000000000003,0.8463,0.0748,0.0048,0.001,0.002,1e-4,0.0471,1e-4,1e-4,2e-4,0.0016,0.0105,0.0085,0.0029,0.0202,0.7733,0.6302,0.1431,0.2267,0.2007,0.0259,0.28090000000000004,0.587,0.0656,0.0665,0.0706,0.30670000000000003,0.1773,0.0797,0.2164,0.1491,0.7368,0.0233,0.2399,0.9694,0.8791,0.1203,0.030600000000000002,0.7942,0.0653,0.0416,0.0012,2e-4,0.0464,9e-4,0.0018,3e-4,1e-4,2e-4,0.0033,0.0398,0.0037,0.0021,0.0056,0,7e-4,0.0011,8e-4,0.0035,0.0028,0.0108,0.0158,1e-4,0.0062,6e-4,0,4e-4,0,0.001,0.0021,0.0016,3e-4,0,0,0,0.008,0.003,0,0,0.009,2e-4,1e-4,0.0156,5e-4,2e-4,1e-4,0,0,6e-4,0.0133,0.0011,4e-4,0.0019,0,1e-4,7e-4,0,8e-4,0.001,0.0019,0.009,0,0.0038,0,0,4e-4,0,0,0.001,7e-4,1e-4,0,0,0,0.0027,1e-4,0,0,5e-4,0.0945,0.0262,0.0188,0.0917,0.0657,0.0195,0.105,0.1113,0.308,0.0511,0.0302,0.0776,0.1653,0.0496,0.1614,0.0774,0.0295,0.062299999999999994,0.0232,0.0165,0.017599999999999998,0.22699999999999998,0.0968,0.0736
63,137028,134602,0.7889258703436799,0.2110741296563201,0.4789,0.5211,39.748387096774195,86715.6,0.0814,0.9186,0.0946,0.9054,0.2242,0.22400000000000003,0.11709999999999998,0.1412,0.131,0.163,0.6249,0.1221,0.0615,0.0062,5e-4,7e-4,0.1327,0.0014,8e-4,0,9e-4,0.0255,0.0179,0.0047,0.0449,0.7541,0.5839,0.1702,0.2459,0.2119,0.034,0.3124,0.5546,0.0639,0.0692,0.0951,0.30679999999999996,0.1702,0.0692,0.2054,0.15310000000000001,0.6908,0.0316,0.2776,0.9478,0.7864,0.19319999999999998,0.052099999999999994,0.7043,0.09280000000000001,0.0705,0.0038,1e-4,0.0231,4e-4,0.0013,9e-4,0,2e-4,0.0065,0.021,0.0106,0.0018,0.002,0,9e-4,2e-4,0.0081,0.008,0.0075,0.0128,0.0337,3e-4,0.0156,0,0,0,0,0.0018,0.0158,0.0108,0.0013,0,1e-4,5e-4,0.0229,0.0065,0.0064,3e-4,0.0175,9e-4,1e-4,0.0066,3e-4,2e-4,1e-4,0,0,0.0021,0.0067,0.0027,4e-4,9e-4,0,5e-4,1e-4,0.0017,0.0011,0.0013,0.0042,0.0182,0,0.0087,0,0,0,0,0.0014,0.0059,0.0019,4e-4,0,0,2e-4,0.0076,7e-4,2e-4,2e-4,9e-4,0.064,0.020200000000000003,0.0155,0.1008,0.0784,0.024300000000000002,0.1031,0.1061,0.3136,0.0636,0.046200000000000005,0.0632,0.15360000000000001,0.0494,0.1414,0.0935,0.0378,0.0506,0.0358,0.023899999999999998,0.0329,0.2099,0.0843,0.087
64,137788,136363,0.6699764598901462,0.33002354010985385,0.4796,0.5204,41.58857142857143,81388.42857142857,0.0803,0.9197,0.1138,0.8862,0.2029,0.2168,0.1296,0.1466,0.1387,0.1654,0.6701,0.1034,0.0416,0.0042,8e-4,0.0022,0.1123,0.001,0,4e-4,0.0021,0.0341,0.0179,0.0101,0.0501,0.7078,0.5378,0.17,0.2922,0.2539,0.0383,0.3115,0.5524,0.0658,0.0702,0.1217,0.28559999999999997,0.1591,0.0721,0.2208,0.1409,0.7115,0.0378,0.2507,0.9390000000000001,0.7708999999999999,0.1979,0.061,0.6038,0.1594,0.0876,0.0018,6e-4,0.0257,5e-4,0.0013,4e-4,1e-4,9e-4,0.0106,0.0715,0.0179,0.0049,0.0066,0,4e-4,0.0037,0.0025,0.0066,0.004,0.0337,0.0502,0.0016,0.0039,0,0,5e-4,1e-4,8e-4,0.0044,0.0091,5e-4,0,0,4e-4,0.0401,3e-4,0.0018,0.0011,0.03,5e-4,1e-4,0.0093,0,1e-4,0,0,2e-4,0.0034,0.0329,0.0087,0.0011,0.003,0,1e-4,0.0011,5e-4,0.0022,0.0017,0.0124,0.0292,6e-4,0.0034,0,0,3e-4,1e-4,3e-4,0.0017,0.0028,2e-4,0,0,0,0.0126,1e-4,3e-4,5e-4,5e-4,0.0699,0.0291,0.0202,0.09,0.0714,0.030100000000000002,0.1043,0.1353,0.2694,0.0786,0.0407,0.0606,0.1633,0.053399999999999996,0.1375,0.0774,0.0343,0.035699999999999996,0.0416,0.0372,0.0318,0.2175,0.0782,0.0923
65,131373,126938,0.1851218705194662,0.8148781294805338,0.4859,0.5141,40.852,82280.2,0.1761,0.8239,0.2284,0.7716,0.12270000000000002,0.3084,0.14709999999999998,0.12290000000000001,0.11879999999999999,0.18010000000000004,0.3842,0.0717,0.0515,0.0104,0.0046,0.0026,0.3751,0.0033,3e-4,0,0.003,0.0515,0.0266,0.0152,0.0974,0.4572,0.3175,0.1397,0.5428,0.4206,0.1222,0.4553,0.4043,0.0656,0.0748,0.24580000000000002,0.1262,0.07139999999999999,0.0354,0.3169,0.2043,0.7596,0.0364,0.2041,0.9390999999999999,0.7265,0.2349,0.061,0.4677,0.2895,0.1329,0.0138,7e-4,0.0036,0.0017,0.0038,0.0017,6e-4,0.0027,0.0012,0.0074,4e-4,4e-4,0.002,3e-4,8e-4,0.0017,0.0055,0.0029,0.0051,0.0036,0.3073,0.0063,0.0091,2e-4,0,3e-4,3e-4,0.0018,0.0032,0.0023,8e-4,0,0,8e-4,0.0022,0.0036,8e-4,5e-4,0.0426,0.0021,3e-4,9e-4,5e-4,1e-4,2e-4,1e-4,0,1e-4,0.0032,2e-4,0,2e-4,0,4e-4,2e-4,1e-4,0.001,0.0018,2e-4,0.2263,0.0033,0.0023,2e-4,0,0,0,0.0011,5e-4,6e-4,1e-4,0,0,2e-4,2e-4,5e-4,0,0,6e-4,0.0141,0.0318,0.0186,0.0771,0.0288,0.054599999999999996,0.1724,0.2501,0.1767,0.11649999999999999,0.0351,0.0238,0.28590000000000004,0.0822,0.1821,0.0427,0.03949999999999999,0.0143,0.059300000000000005,0.0186,0.025099999999999997,0.1815,0.018299999999999997,0.0506
66,131380,119892,0.34632836219264,0.6536716378073599,0.4896,0.5104,36.237037037037034,149306.33333333334,0.0302,0.9698,0.0355,0.9645,0.1129,0.37729999999999997,0.15410000000000001,0.10800000000000001,0.10780000000000001,0.13979999999999998,0.7371,0.06,0.0386,0.0018,3e-4,8e-4,0.1092,4e-4,1e-4,0,0.0037,0.0145,0.0287,0.0051,0.040799999999999996,0.3374,0.2852,0.0522,0.6626,0.516,0.1466,0.5562,0.3546,0.025599999999999998,0.0635,0.0336,0.0582,0.069,0.0236,0.4331,0.38230000000000003,0.7764,0.0358,0.1878,0.9546,0.8988999999999999,0.06760000000000001,0.0454,0.7713,0.0482,0.0562,0.0275,1e-4,0.0094,0.0068,0.0069,0.0015,0.0022,0.0032,0.0019,0.0068,0.0039,0.001,0.002,1e-4,0.0023,0.0021,0.0053,0.0014,0.0013,0.0049,0.0391,0.0111,0.0108,1e-4,0,0,0,0.0013,0.0055,0.0011,6e-4,0,0,8e-4,0.0021,0.0078,0.001,5e-4,0.0134,0.0024,0,6e-4,0.0016,0.0011,2e-4,0,2e-4,2e-4,5e-4,8e-4,3e-4,2e-4,0,0.001,0,3e-4,0,2e-4,0.0016,0.0141,0.0048,0.0019,0,0,0,0,3e-4,0.0011,0,0,0,0,1e-4,3e-4,8e-4,0,2e-4,0.0012000000000000001,0.0077,0.0212,0.0199,0.067,0.0089,0.0832,0.2213,0.24,0.17620000000000002,0.10969999999999999,0.0297,0.0138,0.3601,0.0713,0.2496,0.0358,0.0123,0.0059,0.028499999999999998,0.007299999999999999,0.020200000000000003,0.18980000000000002,0.0069,0.012400000000000001
67,142025,139340,0.361087986220755,0.638912013779245,0.4686,0.5314,40.86666666666667,136417.66666666666,0.0432,0.9568,0.0663,0.9337,0.13269999999999998,0.265,0.1649,0.1352,0.12190000000000001,0.1806,0.6718,0.0805,0.0442,0.0037,0.001,0.0031,0.1336,5e-4,0,0,0.0045,0.0297,0.0221,0.0052,0.0445,0.3861,0.3213,0.0648,0.6139,0.5135,0.1004,0.4364,0.4401,0.0337,0.08979999999999999,0.033800000000000004,0.071,0.07150000000000001,0.0315,0.3601,0.43200000000000005,0.8033,0.032,0.1647,0.9591000000000001,0.8853,0.0937,0.040799999999999996,0.728,0.07200000000000001,0.1013,0.0264,0.001,0.0064,0.0069,0.0055,0.0023,0.0026,0.0017,0.002,0.0125,0.0036,7e-4,0.0014,5e-4,9e-4,0.002,0.0041,5e-4,0.0014,0.004,0.0336,0.0086,0.0101,1e-4,0,0.0021,0,0.001,0.0035,0.0051,9e-4,0,0,0.0011,0.0032,0.0125,0.0017,4e-4,0.0316,0.003,5e-4,8e-4,9e-4,3e-4,0,4e-4,2e-4,0,0.0029,7e-4,2e-4,0,0,1e-4,0,1e-4,0,9e-4,2e-4,0.0139,0.0042,0.0041,0,0,0.0014,0,1e-4,0.0012,1e-4,1e-4,0,0,3e-4,0.0014,0.001,0.001,4e-4,6e-4,0.0119,0.0343,0.0239,0.0519,0.0131,0.0706,0.21610000000000001,0.2429,0.1886,0.0989,0.03,0.0174,0.3389,0.09770000000000001,0.2352,0.054599999999999996,0.011099999999999999,0.0058,0.0191,0.007600000000000001,0.0223,0.18280000000000002,0.0084,0.0168
68,131279,125658,0.08540642060195133,0.9145935793980486,0.4652,0.5348,36.288,52311.32,0.2625,0.7375,0.2758,0.7242,0.1991,0.2904,0.1375,0.1241,0.114,0.135,0.1785,0.1572,0.2873,0.0477,9e-4,0.0046,0.0752,0.0027,1e-4,7e-4,0.0062,0.2008,0.0164,0.0218,0.0761,0.5063,0.2161,0.2902,0.49370000000000003,0.4241,0.0696,0.5587,0.3035,0.056299999999999996,0.0815,0.24259999999999998,0.2255,0.1331,0.0498,0.1869,0.1622,0.6242,0.0551,0.3207,0.8982999999999999,0.5554,0.38680000000000003,0.1018,0.4795,0.1928,0.3874,0.0214,0.0021,0.0061,0.0042,0.0015,0,5e-4,6e-4,7e-4,0.004,0.0012,9e-4,6e-4,1e-4,0.0014,4e-4,0.0022,0.0019,0.0071,0.0018,0.0329,0.0064,0.0074,0,0,0,0,5e-4,0.0024,0.0064,0.0017,1e-4,1e-4,6e-4,0.0045,0.0032,0.0077,4e-4,0.1479,0.0045,2e-4,0.0011,0.0014,1e-4,0,4e-4,0,2e-4,5e-4,4e-4,3e-4,0,0,0,0,7e-4,2e-4,0.0017,8e-4,0.0204,0.0031,0.0017,0,0,0,0,1e-4,4e-4,0.0018,6e-4,0,0,0,0.002,0,0.0022,1e-4,6e-4,0.0201,0.026099999999999998,0.0149,0.09659999999999999,0.0489,0.0429,0.0891,0.13390000000000002,0.2982,0.1421,0.053,0.0336,0.1739,0.050199999999999995,0.1639,0.0572,0.0517,0.025599999999999998,0.0771,0.0443,0.0408,0.2081,0.0309,0.0762
69,125019,114121,0.2954408040588498,0.7045591959411501,0.4506,0.5494,38.205882352941174,96864,0.0872,0.9128,0.1184,0.8816,0.1372,0.306,0.11589999999999999,0.1222,0.11429999999999998,0.2048,0.557,0.1069,0.094,0.0203,0.0014,2e-4,0.1001,0,1e-4,0,0.0039,0.0747,0.0231,0.0181,0.042800000000000005,0.4729,0.3511,0.1218,0.5271,0.4227,0.1044,0.4628,0.4051,0.0502,0.0819,0.1026,0.1009,0.0815,0.0313,0.2944,0.3893,0.7194,0.0365,0.2441,0.9474,0.837,0.15,0.0527,0.6542,0.11259999999999999,0.169,0.0218,0.0048,0.0042,0.0084,0.0113,0.0015,0.0014,0.0013,0.0022,0.0074,0.0023,0.0045,0.0015,8e-4,0.0018,0.0024,0.0063,0.002,0.0022,0.0041,0.0304,0.0058,0.0129,4e-4,0,4e-4,0,7e-4,0.0033,0.0041,2e-4,0,0,4e-4,0.006,0.0176,0.0014,8e-4,0.0657,0.0033,0.0029,6e-4,0.0034,9e-4,0,0,0,1e-4,0.0023,6e-4,0.0017,1e-4,0,1e-4,3e-4,0.0019,1e-4,6e-4,0.0026,0.015,0.0019,0.0025,0,0,1e-4,0,1e-4,5e-4,8e-4,1e-4,0,0,0,0.0029,0.001,5e-4,0,0.001,0.0194,0.0271,0.0154,0.0547,0.0146,0.06659999999999999,0.1176,0.2108,0.3118,0.0883,0.0432,0.029699999999999997,0.2533,0.0853,0.2915,0.054599999999999996,0.021900000000000003,0.0148,0.030699999999999998,0.0165,0.0334,0.1518,0.0166,0.029900000000000003
70,151738,147954,0.1426997580329021,0.8573002419670979,0.4663,0.5337,34.86785714285714,56602.92857142857,0.2036,0.7964,0.1918,0.8082,0.18669999999999998,0.31670000000000004,0.1486,0.1253,0.104,0.1185,0.1865,0.0638,0.4385,0.0423,8e-4,0.0022,0.0599,0.0014,7e-4,3e-4,0.0038,0.1311,0.0265,0.0423,0.059399999999999994,0.4709,0.2148,0.2561,0.5291,0.4064,0.1228,0.5644,0.30210000000000004,0.047,0.0864,0.1723,0.19519999999999998,0.1406,0.0492,0.2305,0.21209999999999998,0.6947,0.0525,0.2527,0.9068,0.6307,0.2948,0.0932,0.6119,0.1483,0.2405,0.0437,0.0064,0.0049,0.0028,0.0058,4e-4,7e-4,0.0012,8e-4,0.0025,4e-4,0.0015,0.0013,2e-4,0.0011,0,0.0039,8e-4,0.0038,0.0014,0.0247,0.0043,0.0035,1e-4,0,1e-4,0,7e-4,0.0026,8e-4,1e-4,0,1e-4,9e-4,0.005,0.0015,0.0193,3e-4,0.0997,0.0153,0.0024,0.0011,4e-4,3e-4,0,3e-4,1e-4,3e-4,9e-4,0,9e-4,2e-4,0,1e-4,0,4e-4,0,9e-4,1e-4,0.0116,0.0014,9e-4,0,0,0,0,1e-4,0.0012,0,0,0,0,2e-4,0.0022,4e-4,0.0069,0,7e-4,0.0235,0.0266,0.0127,0.0718,0.0471,0.051699999999999996,0.091,0.1452,0.3043,0.1328,0.0535,0.039,0.174,0.0565,0.2248,0.04,0.0467,0.0322,0.0545,0.039099999999999996,0.0414,0.19390000000000002,0.034999999999999996,0.06180000000000001
71,137706,135946,0.12279875833051358,0.8772012416694864,0.4809,0.5191,36.63809523809524,59242.333333333336,0.1752,0.8248,0.2688,0.7312,0.1757,0.3094,0.14029999999999998,0.1324,0.1147,0.1275,0.2075,0.1139,0.2588,0.0487,9e-4,0.0053,0.0328,0.0027,5e-4,6e-4,0.0028,0.2279,0.0214,0.076,0.0798,0.5217,0.2384,0.2833,0.4783,0.3469,0.1314,0.5204,0.3349,0.047599999999999996,0.09709999999999999,0.21259999999999998,0.19870000000000002,0.14730000000000001,0.053,0.2212,0.1672,0.7475,0.0597,0.1928,0.8603000000000001,0.5764,0.307,0.1398,0.4538,0.2573,0.4438,0.0189,0.0087,0.0026,0.001,0.0035,3e-4,9e-4,0.0011,0.0013,0.0047,8e-4,0.0013,3e-4,0,5e-4,2e-4,9e-4,1e-4,8e-4,0.0026,0.0066,0.0031,0.0018,0,0,0,0,2e-4,0.0016,0.0061,1e-4,0,2e-4,6e-4,0.0051,0.0023,0.0233,7e-4,0.2256,0.0057,0.0025,0.001,2e-4,5e-4,2e-4,1e-4,1e-4,5e-4,0.0016,2e-4,7e-4,2e-4,0,1e-4,1e-4,0,0,1e-4,2e-4,0.003,0.0011,3e-4,0,0,0,0,0,1e-4,2e-4,0,0,1e-4,0,0.002,0,0.0102,7e-4,5e-4,0.0368,0.0284,0.016,0.09079999999999999,0.0511,0.039400000000000004,0.06520000000000001,0.121,0.2863,0.179,0.0576,0.0278,0.1396,0.050699999999999995,0.1794,0.0361,0.0448,0.0274,0.0932,0.0564,0.047299999999999995,0.1707,0.051699999999999996,0.1026
72,151196,148647,0.04886745107536647,0.9511325489246335,0.4765,0.5235,35.87,50256.85,0.1851,0.8149,0.359,0.641,0.18739999999999998,0.3055,0.1326,0.1242,0.1073,0.14290000000000003,0.1513,0.1746,0.0684,0.0703,3e-4,0.0081,0.0237,0.0012,1e-4,6e-4,0.0036,0.4214,0.0108,0.0656,0.133,0.5829,0.2603,0.3225,0.4171,0.3183,0.0988,0.4577,0.3668,0.048600000000000004,0.127,0.30180000000000007,0.1983,0.1456,0.0552,0.1909,0.10820000000000002,0.7194,0.0645,0.2161,0.8762,0.5136000000000001,0.3925,0.1237,0.2378,0.4106,0.716,0.0037,0.001,0.001,0.0011,0.0038,2e-4,2e-4,1e-4,0.004,0.0057,0.0015,1e-4,6e-4,2e-4,3e-4,2e-4,1e-4,0,0.0018,2e-4,0.0043,0.0027,0.0021,0,0,1e-4,0,3e-4,7e-4,0.0015,2e-4,0,0,0,0.0013,0.0046,0.0021,5e-4,0.3967,9e-4,4e-4,5e-4,1e-4,2e-4,1e-4,1e-4,0,0.0017,0.0032,4e-4,0,2e-4,0,0,0,0,0,7e-4,0,0.0019,0.0013,9e-4,0,0,1e-4,0,0,3e-4,2e-4,0,0,0,0,1e-4,2e-4,3e-4,1e-4,3.0000000000000003e-4,0.0346,0.0381,0.0247,0.0986,0.052,0.032,0.0688,0.11,0.2764,0.16949999999999998,0.0736,0.0211,0.11779999999999999,0.0335,0.1452,0.0347,0.0689,0.0198,0.1048,0.069,0.0596,0.1885,0.0487,0.1094
73,99551,98126,0.5705419562603183,0.42945804373968166,0.4496,0.5504,47.91923076923077,163470.8,0.0218,0.9782,0.0136,0.9864,0.12279999999999999,0.2215,0.1304,0.12040000000000001,0.12789999999999999,0.27709999999999996,0.7922,0.0555,0.0118,0.001,0.0012,3e-4,0.1051,3e-4,0,3e-4,0.0022,0.0066,0.0201,0.0037,0.0234,0.4288,0.3756,0.0532,0.5712,0.4941,0.0771,0.3534,0.4956,0.0612,0.0897,0.023600000000000003,0.046099999999999995,0.0675,0.0196,0.4008,0.44239999999999996,0.8282,0.0226,0.1492,0.9744,0.9401999999999999,0.0469,0.0257,0.767,0.039,0.0497,0.0387,0,0.0133,0.0076,0.013,4e-4,0.0027,0.0016,0.0047,0.0109,0.0011,0.0022,0.0036,4e-4,0.002,0.0016,0.004,0.0014,0.0015,0.0034,0.0246,0.0105,0.0086,3e-4,0,7e-4,0,3e-4,0.0024,0.0056,1e-4,0,0,0.0011,0.0044,0.0098,5e-4,5e-4,0.0063,0.0052,0,0.0017,0.0015,0.0015,1e-4,2e-4,0,6e-4,0.0017,2e-4,0,0.0016,0,2e-4,0,7e-4,9e-4,0,5e-4,0.0066,0.0048,0.002,2e-4,0,0,0,0,4e-4,3e-4,1e-4,0,0,0,8e-4,7e-4,1e-4,1e-4,7e-4,0.014,0.030699999999999998,0.0274,0.0581,0.0158,0.0629,0.2577,0.2601,0.1662,0.057800000000000004,0.027299999999999998,0.0215,0.401,0.07350000000000001,0.2188,0.0634,0.0048000000000000004,0.0043,0.0135,0.0070999999999999995,0.0153,0.17830000000000001,0.009,0.0111
74,136474,131773,0.17914140225994704,0.820858597740053,0.4817,0.5183,36.542857142857144,88178.14285714286,0.1301,0.8699,0.1299,0.8701,0.1094,0.38209999999999994,0.1345,0.1106,0.10959999999999999,0.15389999999999998,0.5383,0.0911,0.0751,0.0082,4e-4,0.001,0.1691,0.0013,5e-4,0,0.0031,0.0775,0.0251,0.0092,0.0419,0.3389,0.2299,0.109,0.6611,0.514,0.1471,0.5694,0.3197,0.0471,0.0638,0.0937,0.1186,0.094,0.0314,0.3803,0.28180000000000005,0.7559,0.0286,0.2155,0.9445,0.8093999999999999,0.1555,0.0556,0.6288,0.135,0.1725,0.0187,5e-4,0.006,0.0034,0.005,5e-4,9e-4,0.0019,0.0026,0.0088,0.0077,4e-4,0.0035,4e-4,0.0021,0.0024,0.0058,0.0027,0.0073,0.0013,0.0672,0.0111,0.0123,1e-4,0,5e-4,0,7e-4,0.0037,0.0063,0.0026,0,1e-4,0.001,0.0048,0.0036,0.003,0,0.0599,0.0026,0,5e-4,8e-4,5e-4,4e-4,0,3e-4,5e-4,0.0026,0.0025,1e-4,8e-4,0,1e-4,0,2e-4,8e-4,0.0031,4e-4,0.0436,0.0055,0.0046,0,0,0,0,1e-4,4e-4,0.0016,9e-4,0,0,0,0.0017,2e-4,3e-4,0,0.0012,0.0199,0.0292,0.0162,0.0589,0.0236,0.07680000000000001,0.176,0.24830000000000002,0.20299999999999999,0.0762,0.0395,0.0313,0.29710000000000003,0.094,0.2074,0.060700000000000004,0.021400000000000002,0.006500000000000001,0.0243,0.019,0.0324,0.1925,0.0197,0.025099999999999997
